id,report_date,city,state,report_narrative,timestamp,latitude,longitude,altitude,uncertainty
8184,2024-09-29,Baltimore,Maryland,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): baltimore, md / unmanned aircraft systems (UAS) sighting/1603e/potomac terminal radar approach control (TRACON) advised, b738, grr-bwi, reported red and yellow unmanned aircraft systems (UAS) while sw bound at 3,000 feet 10 northwest (NW) baltimore very high frequency omnidirectional range (VOR).No evasive action taken.Leo notification not reported.Woc jr/jg",2024-09-29T00:00:00Z,39.2904,-76.6122,3000,medium
8185,2024-09-29,Burbank,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): burbank, conflict alert (CA) / unmanned aircraft systems (UAS) sighting/0848p/burbank airport traffic control tower (ATCT) advised, b39m, sea-bur, reported unmanned aircraft systems (UAS) from the 9 of the clock position while nnw bound at 1,000 feet 3 E bur.No evasive action taken.Attempted to notify le with no answer.Woc jr/jg",2024-09-29T00:48:00Z,34.1808,-118.3414,1000,medium
8186,2024-09-29,Dallas,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): dallas, tx / unmanned aircraft systems (UAS) sighting/1245c/addison airport traffic control tower (ATCT) advised, piper p28a, automatic dependent surveillance (ADS)-automatic dependent surveillance (ADS), reported red unmanned aircraft systems (UAS) while sse bound at 2,500 feet 2 E automatic dependent surveillance (ADS).No evasive action taken.Leo notification not reported.Woc jr/jg",2024-09-29T00:00:00Z,32.9697,-96.8372,2500,medium
8187,2024-09-29,Fresno,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fresno, ca / unmanned aircraft systems (UAS) sighting/1030p/fresno airport traffic control tower (ATCT) advised, b738, dfw-fat, reported a silver unmanned aircraft systems (UAS) from the one of the clock position while wnw bound at 3,500 feet 15 E fat.No evasive action taken.Reedley pd notified.",2024-09-29T00:00:00Z,36.7667,-119.7167,3500,medium
8188,2024-09-29,Utqiagvik,Alaska,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): utqiagvik, ak / unmanned aircraft systems (UAS) sighting/1927a/will rogers memorial airport (ARPT) advised, cessna c208, reported a unmanned aircraft systems (UAS) from the 12 of the clock position while northwest (NW) bound at 3,000 feet.No evasive action taken.North slope pd notified.",2024-09-29T00:00:00Z,71.2923,-156.7692,3000,low
8189,2024-09-30,Bellingham,Washington,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): bellingham, wa / unmanned aircraft systems (UAS) sighting/1512p/bellingham fct advised, beechcraft b350, reported a white unmanned aircraft systems (UAS) at 900 feet 2 N bli.No evasive action taken. And bgr282 also reported the unmanned aircraft systems (UAS).Bellingham pd notified.",2024-09-30T15:12:00Z,48.7833,-122.4833,900,low
8190,2024-09-30,Chicago,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): chicago, il / unmanned aircraft systems (UAS) sighting/1608c/midway airport traffic control tower (ATCT) advised, helo, reported a unmanned aircraft systems (UAS) from the 9 of the clock position while sw bound at 1,500 feet 6 sw mdw.No evasive action taken.Leo notification not reported.Woc sw/jg",2024-09-30T00:00:00Z,41.7858,-87.7508,1500,medium
8191,2024-09-30,Philadelphia,Pennsylvania,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): philadelphia, public address (PA) / unmanned aircraft systems (UAS) sighting/1839e/northeast philadelphia airport traffic control tower (ATCT) advised, gulfstream glf5, oak-pne, reported 2 white and black unmanned aircraft systems (UAS) off right side while ene bound at 2,500 feet 7 ene pne.Evasive action not taken.Leo notification not reported.Woc rl/rc",2024-09-30T00:00:00Z,40.0833,-75.0667,2500,medium
8192,2024-09-30,Rochester,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): rochester, ny / unmanned aircraft systems (UAS) sighting/1224e/rochester airport traffic control tower (ATCT) advised, b737, bwi-regional operations center (ROC), reported black unmanned aircraft systems (UAS) while no earlier (NE) bound at 1,500 feet 2.5 sw regional operations center (ROC).No evasive action taken.Monroe county dispatch notified.Woc jr/jg",2024-09-30T00:00:00Z,43.1167,-77.6722,1500,medium
8193,2024-01-01,Miami,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): miami, flight level (FL) / unmanned aircraft systems (UAS) sighting/0001e/miami airport traffic control tower (ATCT) advised, b39m, panama city, panama (MPTO)-mia, reported a unmanned aircraft systems (UAS) at the 3 of the clock position while W bound at 500 feet 1 E mia.No evasive action taken.Miami-dade pd notified.",2024-01-01T00:00:00Z,25.7889,-80.2904,500,medium
8194,2024-01-01,Fort worth,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fort worth, tx / unmanned aircraft systems (UAS) sighting/0015c/meacham airport traffic control tower (ATCT) advised, douglas dc3, ftw-ftw, reported a unmanned aircraft systems (UAS) while ese bound at 1,900 feet 8 ese ftw.No evasive action reported. Dallas-ft worth airport (ARPT) dps notified.",2024-01-01T00:00:00Z,32.8208,-97.3378,1900,medium
8195,2024-01-01,Bahamas,The bahamas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): bimini, bahamas / unmanned aircraft systems (UAS) sighting/0655e/miami air route traffic control center (ARTCC) advised, cessna c208, fll-governors harbour, bahamas (MYEN), reported a unmanned aircraft systems (UAS) at same altitude while E bound at 9,000 feet 7 E bimini vor collocated with tacan (VORTAC).No evasive action reported.No leo notified.",2024-01-01T00:00:00Z,25.7167,-79.2667,9000,medium
8196,2024-01-01,Miami,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): miami, flight level (FL) / unmanned aircraft systems (UAS) sighting/1010e/mia advised, e55p, mia-hpn, reported a black unmanned aircraft systems (UAS) from the 3 of the clock while 4 W mia at 3,500 feet.No evasive action taken.Miami dade aviation pd notified.",2024-01-01T00:00:00Z,25.7889,-80.2904,3500,low
8197,2024-01-01,Denver,Colorado,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): denver, central office (CO) / unmanned aircraft systems (UAS) sighting/0945m/den airport traffic control tower (ATCT) advised, a21n, mexico city, mx-den, reported unauthorized unmanned aircraft systems (UAS) from 12 of the clock position while N bound at 6,000 feet.No evasive action taken.Local leos not notified.",2024-01-01T00:00:00Z,39.8561,-104.6737,6000,medium
8198,2024-01-01,Raleigh/durham,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): raleigh / durham, nc / unmanned aircraft systems (UAS) sighting/1405e/rdu advised, p28a, reported white quadcopter 9 N rdu at 3,000 feet.No evasive action taken.Local pd notified.",2024-01-01T00:00:00Z,35.8773,-78.7778,3000,low
8199,2024-01-01,Raleigh/durham,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): raleigh / durham, nc / unmanned aircraft systems (UAS) sighting/1405e/rdu advised, p28a, reported white quadcopter 9 N rdu at 3,000 feet.No evasive action taken.Local pd notified.",2024-01-01T00:00:00Z,35.8773,-78.7778,3000,low
8200,2024-01-01,Atlanta,Georgia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): atlanta, general aviation (GA) / unmanned aircraft systems (UAS) sighting/1444e/atlanta terminal radar approach control (TRACON) advised, crj9, sbn-atl, reported a large dark unmanned aircraft systems (UAS) from unkn clock position at 8,000 feet 8 no earlier (NE) atl.No evasive action taken.Local leo notified.",2024-01-01T00:00:00Z,33.6407,-84.4277,8000,medium
8201,2024-01-01,Miami,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): miami, flight level (FL) / unmanned aircraft systems (UAS) sighting/1714e/miami air route traffic control center (ARTCC) advised, a319, iah-mia, reported a grey unmanned aircraft systems (UAS) at the 9 of the clock position while E bound at 800 feet 1 sw miami.No evasive action reported.El portal village pd notified.",2024-01-01T00:00:00Z,25.7741,-80.1817,800,medium
8202,2024-01-01,New york,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): new york, ny / unmanned aircraft systems (UAS) sighting/1734e/laguardia airport traffic control tower (ATCT) advised, bell b206, reported a small unmanned aircraft systems (UAS) 300 feet above aircraft (ACFT) at 1,500 feet orbiting over empire state building.No evasive action taken.Nypd aviation unit notified.",2024-01-01T00:00:00Z,40.7484,-73.9857,1500,medium
8203,2024-01-02,Miami,Florida,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): miami, flight level (FL) / unmanned aircraft systems (UAS) sighting/1031e/miami airport traffic control tower (ATCT) advised, b738, sat-mia, reported unmanned aircraft systems (UAS) from the 2 of the clock position while northwest (NW) bound at same altitude 4 ese mia.No evasive action taken.Miami pd notified.",2024-01-02T00:00:00Z,25.7889,-80.2904,400,medium
8204,2024-01-02,Chicago,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): chicago, il / unmanned aircraft systems (UAS) sighting/1305c/chicago terminal radar approach control (TRACON) advised, b738, mco-ord, reported a unmanned aircraft systems (UAS) from the 9 of the clock position at 11,000 feet 45 no earlier (NE) ord.No evasive action taken.Law enforcement not notified.",2024-01-02T00:00:00Z,41.9786,-87.9047,11000,medium
8205,2024-01-02,Fort pierce,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fort pierce, flight level (FL) / unmanned aircraft systems (UAS) sighting/1400e/fort pierce airport traffic control tower (ATCT) advised, piper p28a, reported a unmanned aircraft systems (UAS) while N bound at 1,100 feet 1 wnw fpr.No evasive action taken.St lucie county sheriff notified.",2024-01-02T00:00:00Z,27.455,-80.3267,1100,low
8206,2024-01-02,Charleston,South carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): charleston, sc / unmanned aircraft systems (UAS) sighting/1331e/charleston tower advised, cirrus sr22, reported a unmanned aircraft systems (UAS) from the 6 of the clock position 12 S charleston executive at 2,000 feet.No evasive action taken. Airport operations (OPS) notified.",2024-01-02T00:00:00Z,32.7765,-79.9311,2000,medium
8207,2024-01-02,Charleston,South carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): charleston, sc / unmanned aircraft systems (UAS) sighting/1331e/charleston tower advised, cirrus sr22, reported a unmanned aircraft systems (UAS) from the 6 of the clock position 12 S charleston executive at 2,000 feet.No evasive action taken. Airport operations (OPS) notified.",2024-01-02T00:00:00Z,32.7765,-79.9311,2000,medium
8208,2024-01-02,Colorado springs,Colorado,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): colorado springs, central office (CO) / unmanned aircraft systems (UAS) sighting/1217m/colorado springs airport traffic control tower (ATCT) advised, experimental van's rv7, reported a small unmanned aircraft systems (UAS) while on eastern side of colorado springs airport (ARPT).No evasive action reported.El paso county sheriff notified.",2024-01-02T00:00:00Z,38.8338,-104.7017,4000,medium
8209,2024-01-02,Atlanta,Georgia,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): atlanta, general aviation (GA) / unmanned aircraft systems (UAS) sighting/1328e/atlanta terminal radar approach control (TRACON) advised, b738, rdu-atl, reported unmanned aircraft systems (UAS) from the 3 of the clock position while sw bound at 5,000 feet 15 northwest (NW) atl.No evasive action taken.Atlanta pd notified.",2024-01-02T00:00:00Z,33.6407,-84.4277,5000,medium
8210,2024-01-02,Washington,District of columbia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): washington, dc / unmanned aircraft systems (UAS) sighting/1654e/potomac terminal radar approach control (TRACON) advised, b738, reported unmanned aircraft systems (UAS) 400 feet above aircraft (ACFT) from the 12 of the clock position while E bound at 14,000 feet 15 sw dca.No evasive action taken.Fairfax county pd notified.",2024-01-02T00:00:00Z,38.8951,-77.0364,14400,medium
8211,2024-01-02,Tulsa,Oklahoma,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): claremore, ok / unmanned aircraft systems (UAS) sighting/1816c/tulsa airport traffic control tower (ATCT) advised, cessna c182, gcm-gcm, reported a unmanned aircraft systems (UAS) while N bound at 1,800 feet 15 ene tul.No evasive action taken.Oklahoma highway patrol notified.",2024-01-02T00:00:00Z,36.1556,-95.99,1800,medium
8212,2024-01-02,Tulsa,Oklahoma,"Correction information (INFO) (LOCATION) from federal aviation administration (FAA) operations (OPS): tulsa, ok / unmanned aircraft systems (UAS) sighting/1816c/tulsa airport traffic control tower (ATCT) advised, cessna c182, gcm-gcm, reported a unmanned aircraft systems (UAS) while N bound at 1,800 feet 15 ene tul.No evasive action taken.Oklahoma highway patrol notified.",2024-01-02T00:00:00Z,36.1539,-95.9789,1800,low
8213,2024-01-03,San juan,Pr,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): san juan, pr / unmanned aircraft systems (UAS) sighting/2040l/san juan center radar approach control (CERAP) advised, c130, reported a unmanned aircraft systems (UAS) at taxiway (TWY) s7 vcnty sju.No evasive action taken. Pilot reported unmanned aircraft systems (UAS) flew se towards air national guard (ANG) ramp. San juan pd notified.",2024-01-03T00:00:00Z,18.4367,-66.0,0,medium
8214,2024-01-04,Hampton,Virginia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): hampton, va / unmanned aircraft systems (UAS) sighting/1100e/norfolk airport traffic control tower (ATCT) advised, f22, reported a gold unmanned aircraft systems (UAS) 200 feet from aircraft (ACFT) while S bound at 2,500 feet 2 W lfi.No evasive action taken.Hampton pd notified.",2024-01-04T00:00:00Z,37.0298,-76.3022,2500,medium
8215,2024-01-05,San juan,Puerto rico,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): san juan, puerto rico / unmanned aircraft systems (UAS) sighting/0829l/san juan center radar approach control (CERAP) advised, a321, mco-san juan, puerto rico (SJU), reported a unmanned aircraft systems (UAS)-balloon at same altitude from their 3 of the clock position while ese bound at 2,000 feet 9 W sju.No evasive action taken. San juan airport (ARPT) pd notified.",2024-01-05T00:00:00Z,18.4367,-66.0,2000,medium
8216,2024-01-05,Robbinsville,New jersey,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): robbinsville, nj / unmanned aircraft systems (UAS) sighting/1522e/atlantic city airport traffic control tower (ATCT) advised, cessna c172, reported a white unmanned aircraft systems (UAS) from the 12 of the clock position while se bound at 3,000 feet 5 S robbinsville vor collocated with tacan (VORTAC) (RBV).No evasive action taken.Jackson twsp pd notified.",2024-01-05T00:00:00Z,40.1667,-74.5833,3000,medium
8217,2024-01-05,New york,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): new york, ny / unmanned aircraft systems (UAS) sighting/1530e/jfk airport traffic control tower (ATCT) advised, a21n, london, england (EGLL)-jfk, reported a grey unmanned aircraft systems (UAS) at the 9 of the clock position while W bound at 600 feet 1 E jfk.No evasive action reported. Arpt pd notified.",2024-01-05T00:00:00Z,40.6413,-73.7781,600,medium
8218,2024-01-05,Farmingdale,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): farmingdale, ny / unmanned aircraft systems (UAS) sighting/1703e/farmingdale airport traffic control tower (ATCT) advised, cessna c750, fok-frg, reported two white unmanned aircraft systems (UAS) while W bound at 1,500 feet 1 N farmingdale.No evasive action reported.Leos notified.",2024-01-05T00:00:00Z,40.73,-73.42,1500,medium
8219,2024-01-05,Baltimore,Maryland,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): baltimore, md / unmanned aircraft systems (UAS) sighting/1755e/baltimore airport traffic control tower (ATCT) advised, helo, reported a unmanned aircraft systems (UAS) while N bound at 1,200 feet 5 W bwi.No evasive action taken.Howard county sheriff notified.",2024-01-05T00:00:00Z,39.1756,-76.6683,1200,low
8220,2024-01-06,New orleans,Louisiana,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): new orleans, la / unmanned aircraft systems (UAS) sighting/0805c/new orleans airport traffic control tower (ATCT) advised, diamond da40, new-new, reported a gray unmanned aircraft systems (UAS) 50 feet from the 9 of the clock position while N bound at 600 feet.5 S new.No evasive action taken.New orleans pd notified.",2024-01-06T00:00:00Z,29.9945,-90.2583,600,medium
8221,2024-01-06,New york,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): new york, ny / unmanned aircraft systems (UAS) sighting/1445e/laguardia airport traffic control tower (ATCT) advised, e75s, montreal, canada (CYUL)-lga, reported a black unmanned aircraft systems (UAS) while no earlier (NE) bound at 1,000 feet 2 sw lga.No evasive action taken.New york pd notified.",2024-01-06T00:00:00Z,40.7778,-73.8783,1000,medium
8222,2024-01-06,San antonio,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): san antonio, tx / unmanned aircraft systems (UAS) sighting/1535c/san antonio airport traffic control tower (ATCT) advised, beech be36, sat-hdo, reported a dark-blue unmanned aircraft systems (UAS) while sw bound at 5,000 feet 10 sw sat.No evasive action taken. San antonio pd notified.",2024-01-06T00:00:00Z,29.5333,-98.4667,5000,medium
8223,2024-01-07,Chicago,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): chicago, il / unmanned aircraft systems (UAS) sighting/1818c/chicago terminal radar approach control facility (TRACON) advised, b738, rsw-ord, reported a unmanned aircraft systems (UAS) from the 3 of the clock position while W bound at 3,500 feet 7 E ord.No evasive action taken.Fbi notified.",2024-01-07T00:00:00Z,41.9786,-87.9047,3500,medium
8224,2024-01-08,Farmingdale,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): farmingdale, ny / unmanned aircraft systems (UAS) sighting/1150e/republic airport traffic control tower (ATCT) advised, piper p28a, reported a unmanned aircraft systems (UAS) from the 2 of the clock position while se bound at 1,000 feet 1 E frg.No evasive action taken. Arpt operations (OPS) notified.",2024-01-08T00:00:00Z,40.7275,-73.4175,1000,medium
8225,2024-01-10,Oklahoma city,Oklahoma,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): oklahoma city, ok / unmanned aircraft systems (UAS) sighting/1419c/oklahoma city airport traffic control tower (ATCT) advised, b38m, aus-okc, reported a white unmanned aircraft systems (UAS) from the 1 of the clock position while S bound at 1,600 feet 2 E okc.No evasive maneuvers reported.Oklahoma city pd notified.",2024-01-10T00:00:00Z,35.4822,-97.6018,1600,medium
8226,2024-01-10,El paso,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): el paso, tx / unmanned aircraft systems (UAS) sighting/1638m/el paso airport traffic control tower (ATCT) advised, experimental van's rv8, reported a unmanned aircraft systems (UAS) 100 feet below from the 7 of the clock position while northwest (NW) bound at 5,000 feet 5 northwest (NW) elp.No evasive action taken.Leo notification not reported.",2024-01-10T00:00:00Z,31.8075,-106.3775,5000,medium
8227,2024-01-11,Dallas,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): dallas, tx / unmanned aircraft systems (UAS) sighting/0547c/dallas love airport traffic control tower (ATCT) advised, bell b429, reported an orange unmanned aircraft systems (UAS) while nne bound at 600 feet 40 E dal.No evasive maneuvers taken.Dfw dps notified.",2024-01-11T00:00:00Z,32.8472,-96.8517,600,medium
8228,2024-01-11,Las vegas,Nevada,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): las vegas, nv / unmanned aircraft systems (UAS) sighting/1710p/las vegas terminal radar approach control (TRACON) advised, a20n, las-den, reported a unmanned aircraft systems (UAS) from the 10 of the clock position while E bound at 4,900 feet 6 no earlier (NE) las.No evasive action reported. Las vegas metropolitan (METRO) pd notified.",2024-01-11T17:10:00Z,36.084,-115.1506,4900,medium
8229,2024-01-12,Burbank,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): burbank, conflict alert (CA) / unmanned aircraft systems (UAS) sighting/1000p/socal terminal radar approach control facility (TRACON) advised, piper p28a, reported a gold unmanned aircraft systems (UAS) at the 12 of the clock position while sw bound at 6,500 feet 4 ssw bur.No evasive action taken. Los angeles county air unit notified.",2024-01-12T00:00:00Z,34.1808,-118.309,6500,medium
8230,2024-01-12,Fort lauderdale,Florida,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): fort lauderdale, flight level (FL) / unmanned aircraft systems (UAS) sighting/1802e/fort lauderdale advised, a320, fll-pit, reported a unmanned aircraft systems (UAS) from the 2 of the clock position while northwest (NW) bound at 2,000 feet 3 W fll.No evasive action taken.Bso notified.",2024-01-12T00:00:00Z,26.0725,-80.1425,2000,medium
8231,2024-01-12,Fort lauderdale,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fort lauderdale, flight level (FL) / unmanned aircraft systems (UAS) sighting/1805e/miami approach (APCH) advised, a320, fll-cvg, reported a gray and black unmanned aircraft systems (UAS) from the 9 of the clock position while E bound at 2,000 feet 3 wnw fll.No evasive action taken.Broward county sheriff notified.",2024-01-12T00:00:00Z,26.0725,-80.1425,2000,medium
8232,2024-01-12,Denver,Colorado,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): denver, central office (CO) / unmanned aircraft systems (UAS) sighting/1635m/denver terminal radar approach control (TRACON) advised, a21n, ont-den, reported a unmanned aircraft systems (UAS) while N bound at 8,000 feet 10 S den.No evasive action taken. Denver airport (ARPT) pd notified.",2024-01-12T00:00:00Z,39.8561,-104.6737,8000,low
8233,2024-01-13,Dallas-fort worth,Texas,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): dallas-fort worth, tx / unmanned aircraft systems (UAS) sighting/1115c/dallas-fort worth terminal radar approach control facility (TRACON) advised, crj9, shv-dfw, reported a small black unmanned aircraft systems (UAS) at the 10 of the clock position while sw bound at 4,500 feet 15 nne dfw.No evasive action taken. Dfw airport (ARPT) dps notified.",2024-01-13T00:00:00Z,32.8998,-97.0403,4500,medium
8234,2024-01-13,Salt lake city,Utah,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): salt lake city, ut / unmanned aircraft systems (UAS) sighting/0810m/salt lake city terminal radar approach control (TRACON) advised, bcs3, slc-stl, reported a grey unmanned aircraft systems (UAS) from the 1 of the clock position while nnw bound at 7,000 feet 11 S wasatch very high frequency omnidirectional range (VOR).No evasive action taken. Salt lake city airport (ARPT) pd notified.",2024-01-13T00:00:00Z,40.7694,-111.9388,7000,medium
8235,2024-01-13,Fort lauderdale,Florida,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): fort lauderdale, flight level (FL) / unmanned aircraft systems (UAS) sighting/1110e/fort lauderdale airport traffic control tower (ATCT) advised, b752, ewr-fll, reported a white and orange unmanned aircraft systems (UAS) while W bound at 2,000 feet 6 E fll.No evasive action taken.Local leo notified.",2024-01-13T00:00:00Z,26.0725,-80.1425,2000,medium
8236,2024-01-13,Pomona,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): pomona, conflict alert (CA) / unmanned aircraft systems (UAS) sighting/1240p/socal terminal radar approach control (TRACON) advised, mooney m20j, cma-chief operating officer, air traffic organization (AJO), reported twin copter unmanned aircraft systems (UAS) from the 12 of the clock position while S bound at 2,000 feet 14 S pom.No evasive action taken.Local leo not notified.",2024-01-13T00:00:00Z,34.0575,-117.7562,2000,medium
8237,2024-01-13,Colorado springs,Colorado,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): colorado springs, co / unmanned aircraft systems (UAS) incident/1704m/colorado springs airport traffic control tower (ATCT) advised, piper p28a, cos-cos, reported a unmanned aircraft systems (UAS) from the 4 of the clock position while N bound at 9,500 feet 7 no earlier (NE) fly. Pilot made turn to avoid unmanned aircraft systems (UAS).Local leos notified.",2024-01-13T00:00:00Z,38.8339,-104.7033,9500,medium
8238,2024-01-14,Miami,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): miami, flight level (FL) / unmanned aircraft systems (UAS) sighting/1015e/miami airport traffic control tower (ATCT) advised, gulfstream g150, kingston, jamaica (MKJP)-mia, reported a red unmanned aircraft systems (UAS) above aircraft (ACFT) while wnw bound at 7,500 feet 5 N mia.No evasive action taken.Miami-dade pd notified.",2024-01-14T00:00:00Z,25.7889,-80.2904,7500,low
8239,2024-01-14,Los angeles,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): los angeles, ca / unmanned aircraft systems (UAS) sighting/1050p/socal terminal radar approach control (TRACON) advised, b738, msp-lax, reported a unmanned aircraft systems (UAS) from the 9 of the clock position while wsw bound at 3,400 feet 10 ene lax.No evasive action taken.Los angeles county sheriff notified.",2024-01-14T00:00:00Z,33.9416,-118.4085,3400,medium
8240,2024-01-14,New york,New york,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): new york, ny / unmanned aircraft systems (UAS) sighting/1557e/la guardia airport traffic control tower (ATCT) advised, crj9, clt-lga, observed a unmanned aircraft systems (UAS) on left side while northwest bound at 1,900 feet, 5 se lga.No injuries reported.No leo notification provided.",2024-01-14T00:00:00Z,40.7794,-73.8721,1900,medium
8241,2024-01-14,New york,New york,"(correction to flight number) prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): new york, ny / unmanned aircraft systems (UAS) sighting/1557e/la guardia airport traffic control tower (ATCT) advised, crj9, clt-lga, observed a unmanned aircraft systems (UAS) on left side while northwest bound at 1,900 feet, 5 se lga.No injuries reported.No leo notification provided.",2024-01-14T00:00:00Z,40.7794,-73.8721,1900,medium
8242,2024-01-14,Los angeles,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): los angeles, ca / unmanned aircraft systems (UAS) sighting/1300p/los angeles air route traffic control center (ARTCC) advised, a321, lax-vancouver, canada (CYVR), reported a unmanned aircraft systems (UAS) 100 feet from aircraft (ACFT) while northwest (NW) bound at 10,000 feet 10 W lax.No evasive action taken.Los angeles pd notified.",2024-01-14T13:00:00Z,33.9416,-118.4085,10000,medium
8243,2024-01-14,Las vegas,Nevada,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): las vegas, nv / unmanned aircraft systems (UAS) sighting/1326p/north las vegas airport traffic control tower (ATCT) advised, diamond da40, vgt-vgt, reported a silver unmanned aircraft systems (UAS) while N bound at 2,800 feet 2 N vgt.No evasive actions taken. Las vegas metropolitan (METRO) pd notified.",2024-01-14T00:00:00Z,36.2048,-115.1372,2800,low
8244,2024-01-14,Daytona beach,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): daytona beach, flight level (FL) / unmanned aircraft systems (UAS) sighting/2107e/daytona beach airport traffic control tower (ATCT) advised, cessna c152, crg-dab, reported a unmanned aircraft systems (UAS) with a blue light at the 9 of the clock position while S bound at 3,000 feet 1 wsw dab.No evasive action taken.Volusia county sheriff notified.",2024-01-14T00:00:00Z,29.1821,-81.0545,3000,low
8245,2024-01-15,Boston,Massachusetts,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): boston, ma / unmanned aircraft systems (UAS) sighting/1520e/boston air route traffic control center (ARTCC) advised, b77w, paris, france (LFPG)-bos, reported a medium black unmanned aircraft systems (UAS) from the 12 of the clock position while wsw bound at 16,000 feet 58 ene bos.No evasive action taken.Leo notification not reported.",2024-01-15T00:00:00Z,42.36,-71.0588,16000,medium
8246,2024-01-17,Las vegas,Nevada,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): las vegas, nv / unmanned aircraft systems (UAS) sighting/1841p/las vegas airport traffic control tower (ATCT) advised, helo, las-las, reported a unmanned aircraft systems (UAS) while S bound at 2,600 feet 1 N las.No evasive action taken.No leo notification reported.",2024-01-17T00:00:00Z,36.084,-115.1506,2600,medium
8247,2024-01-18,Louisville,Kentucky,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): louisville, ky / unmanned aircraft systems (UAS) sighting/1521e/bowman airport traffic control tower (ATCT) advised, cessna c172, lou-lou, reported a white unmanned aircraft systems (UAS) while sw bound at 900 feet 1 wsw lou.No evasive action taken.Leo notification not reported.",2024-01-18T00:00:00Z,38.1886,-85.6667,900,medium
